sent_text,lemmas_and_tags,link,author,name
"Уцелели самые умные, забившиеся в щели и закопавшиеся в окопы, а также затащившие туда своих менее расторопных товарищей.","[['Уцелели', 'уцелеть', 'VERB'], ['самые', 'самый', 'ADJ'], ['умные', 'умный', 'ADJ'], [',', ',', 'None'], ['забившиеся', 'забиться', 'PRT'], ['в', 'в', 'PREP'], ['щели', 'щель', 'NOUN'], ['и', 'и', 'CONJ'], ['закопавшиеся', 'закопаться', 'PRT'], ['в', 'в', 'PREP'], ['окопы', 'окоп', 'NOUN'], [',', ',', 'None'], ['а', 'а', 'CONJ'], ['также', 'также', 'CONJ'], ['затащившие', 'затащить', 'PRT'], ['туда', 'туда', 'ADVB'], ['своих', 'свой', 'ADJ'], ['менее', 'менее', 'ADVB'], ['расторопных', 'расторопный', 'ADJ'], ['товарищей', 'товарищ', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Беллу, например, братья Лестрейнджи просто и незатейливо стукнули по буйной голове, засунув в шустро выкопанную нору под Алтарным камнем.","[['Беллу', 'белла', 'NOUN'], [',', ',', 'None'], ['например', 'например', 'CONJ'], [',', ',', 'None'], ['братья', 'брат', 'NOUN'], ['Лестрейнджи', 'лестрейнджа', 'NOUN'], ['просто', 'просто', 'PRCL'], ['и', 'и', 'CONJ'], ['незатейливо', 'незатейливый', 'ADJ'], ['стукнули', 'стукнуть', 'VERB'], ['по', 'по', 'PREP'], ['буйной', 'буйный', 'ADJ'], ['голове', 'голов', 'NOUN'], [',', ',', 'None'], ['засунув', 'засунуть', 'GRND'], ['в', 'в', 'PREP'], ['шустро', 'шустро', 'ADVB'], ['выкопанную', 'выкопать', 'PRT'], ['нору', 'нора', 'NOUN'], ['под', 'под', 'PREP'], ['Алтарным', 'алтарный', 'ADJ'], ['камнем', 'камень', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Маги долго слушали дикие вопли боли и кошмарные звуки, раздающиеся с места разворачивающейся трагедии, не спеша помогать своим менее удачливым и сообразительным собратьям: отец Люцифера развлекался долго и со вкусом, свалив к себе только под утро.","[['Маги', 'маг', 'NOUN'], ['долго', 'долго', 'ADVB'], ['слушали', 'слушать', 'VERB'], ['дикие', 'дикий', 'ADJ'], ['вопли', 'вопль', 'NOUN'], ['боли', 'боль', 'NOUN'], ['и', 'и', 'CONJ'], ['кошмарные', 'кошмарный', 'ADJ'], ['звуки', 'звук', 'NOUN'], [',', ',', 'None'], ['раздающиеся', 'раздаваться', 'PRT'], ['с', 'с', 'PREP'], ['места', 'место', 'NOUN'], ['разворачивающейся', 'разворачиваться', 'PRT'], ['трагедии', 'трагедия', 'NOUN'], [',', ',', 'None'], ['не', 'не', 'PRCL'], ['спеша', 'спешить', 'GRND'], ['помогать', 'помогать', 'VERB'], ['своим', 'свой', 'ADJ'], ['менее', 'менее', 'ADVB'], ['удачливым', 'удачливый', 'ADJ'], ['и', 'и', 'CONJ'], ['сообразительным', 'сообразительный', 'ADJ'], ['собратьям', 'собрат', 'NOUN'], [':', ':', 'None'], ['отец', 'отец', 'NOUN'], ['Люцифера', 'люцифер', 'NOUN'], ['развлекался', 'развлекаться', 'VERB'], ['долго', 'долго', 'ADVB'], ['и', 'и', 'CONJ'], ['со', 'с', 'PREP'], ['вкусом', 'вкус', 'NOUN'], [',', ',', 'None'], ['свалив', 'свалить', 'GRND'], ['к', 'к', 'PREP'], ['себе', 'себя', 'NPRO'], ['только', 'только', 'PRCL'], ['под', 'под', 'PREP'], ['утро', 'утро', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Белла была безутешна, стремясь вернуть утраченного (опять) повелителя как можно быстрее, но Пожиратели проявили редкостное единодушие: надо подождать.","[['Белла', 'белла', 'NOUN'], ['была', 'быть', 'VERB'], ['безутешна', 'безутешный', 'ADJ'], [',', ',', 'None'], ['стремясь', 'стремиться', 'GRND'], ['вернуть', 'вернуть', 'VERB'], ['утраченного', 'утратить', 'PRT'], ['(', '(', 'None'], ['опять', 'опять', 'ADVB'], [')', ')', 'None'], ['повелителя', 'повелитель', 'NOUN'], ['как', 'как', 'CONJ'], ['можно', 'можно', 'PRED'], ['быстрее', 'быстрый', 'COMP'], [',', ',', 'None'], ['но', 'но', 'CONJ'], ['Пожиратели', 'пожиратель', 'NOUN'], ['проявили', 'проявить', 'VERB'], ['редкостное', 'редкостный', 'ADJ'], ['единодушие', 'единодушие', 'NOUN'], [':', ':', 'None'], ['надо', 'надо', 'PRED'], ['подождать', 'подождать', 'VERB'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Через два года терпение ведьмы лопнуло, и она поставила вопрос ребром.","[['Через', 'через', 'PREP'], ['два', 'два', 'NUMR'], ['года', 'год', 'NOUN'], ['терпение', 'терпение', 'NOUN'], ['ведьмы', 'ведьма', 'NOUN'], ['лопнуло', 'лопнуть', 'VERB'], [',', ',', 'None'], ['и', 'и', 'CONJ'], ['она', 'она', 'NPRO'], ['поставила', 'поставить', 'VERB'], ['вопрос', 'вопрос', 'NOUN'], ['ребром', 'ребро', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Или сейчас, или никогда.","[['Или', 'или', 'CONJ'], ['сейчас', 'сейчас', 'ADVB'], [',', ',', 'None'], ['или', 'или', 'CONJ'], ['никогда', 'никогда', 'ADVB'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Оставшиеся в живых после предыдущего воскрешения маги склонялись к ""никогда"", но Белла настаивала на ""сейчас"".","[['Оставшиеся', 'остаться', 'PRT'], ['в', 'в', 'PREP'], ['живых', 'живой', 'NOUN'], ['после', 'после', 'PREP'], ['предыдущего', 'предыдущий', 'ADJ'], ['воскрешения', 'воскрешение', 'NOUN'], ['маги', 'маг', 'NOUN'], ['склонялись', 'склоняться', 'VERB'], ['к', 'к', 'PREP'], ['``', '``', 'None'], ['никогда', 'никогда', 'ADVB'], [""''"", ""''"", 'None'], [',', ',', 'None'], ['но', 'но', 'CONJ'], ['Белла', 'белла', 'NOUN'], ['настаивала', 'настаивать', 'VERB'], ['на', 'на', 'PREP'], ['``', '``', 'None'], ['сейчас', 'сейчас', 'ADVB'], [""''"", ""''"", 'None'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Из сейфа была извлечена Чаша, из могилы - кость, Снейп, которого взяли за глотку, сварил зелье... ритуал решили провести в разрушенном доме Поттеров в Годриковой впадине, как месте, имеющем для Лорда памятное значение.","[['Из', 'из', 'PREP'], ['сейфа', 'сейф', 'NOUN'], ['была', 'быть', 'VERB'], ['извлечена', 'извлечь', 'PRT'], ['Чаша', 'чаша', 'NOUN'], [',', ',', 'None'], ['из', 'из', 'PREP'], ['могилы', 'могила', 'NOUN'], ['-', '-', 'None'], ['кость', 'костя', 'NOUN'], [',', ',', 'None'], ['Снейп', 'снейп', 'NOUN'], [',', ',', 'None'], ['которого', 'который', 'ADJ'], ['взяли', 'взять', 'VERB'], ['за', 'за', 'PREP'], ['глотку', 'глотка', 'NOUN'], [',', ',', 'None'], ['сварил', 'сварить', 'VERB'], ['зелье', 'зелье', 'NOUN'], ['...', '...', 'None'], ['ритуал', 'ритуал', 'NOUN'], ['решили', 'решить', 'VERB'], ['провести', 'провести', 'VERB'], ['в', 'в', 'PREP'], ['разрушенном', 'разрушить', 'PRT'], ['доме', 'дом', 'NOUN'], ['Поттеров', 'поттер', 'NOUN'], ['в', 'в', 'PREP'], ['Годриковой', 'годрикова', 'NOUN'], ['впадине', 'впадина', 'NOUN'], [',', ',', 'None'], ['как', 'как', 'CONJ'], ['месте', 'место', 'NOUN'], [',', ',', 'None'], ['имеющем', 'иметь', 'PRT'], ['для', 'для', 'PREP'], ['Лорда', 'лорд', 'NOUN'], ['памятное', 'памятный', 'ADJ'], ['значение', 'значение', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Возражать было некому, Избранный свалил, и прав на его бывшую собственность никто не предъявлял.","[['Возражать', 'возражать', 'VERB'], ['было', 'быть', 'VERB'], ['некому', 'некого', 'NPRO'], [',', ',', 'None'], ['Избранный', 'избранный', 'ADJ'], ['свалил', 'свалить', 'VERB'], [',', ',', 'None'], ['и', 'и', 'CONJ'], ['прав', 'право', 'NOUN'], ['на', 'на', 'PREP'], ['его', 'он', 'NPRO'], ['бывшую', 'бывший', 'ADJ'], ['собственность', 'собственность', 'NOUN'], ['никто', 'никто', 'NPRO'], ['не', 'не', 'PRCL'], ['предъявлял', 'предъявлять', 'VERB'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Были попытки залезть в сейф, но гоблины дали слишком ретивым по загребущим рукам: им самим бесхозный сейф с золотом не помешает.","[['Были', 'быть', 'VERB'], ['попытки', 'попытка', 'NOUN'], ['залезть', 'залезть', 'VERB'], ['в', 'в', 'PREP'], ['сейф', 'сейф', 'NOUN'], [',', ',', 'None'], ['но', 'но', 'CONJ'], ['гоблины', 'гоблин', 'NOUN'], ['дали', 'дать', 'VERB'], ['слишком', 'слишком', 'ADVB'], ['ретивым', 'ретивое', 'NOUN'], ['по', 'по', 'PREP'], ['загребущим', 'загребущий', 'ADJ'], ['рукам', 'рука', 'NOUN'], [':', ':', 'None'], ['им', 'имя', 'NOUN'], ['самим', 'сам', 'ADJ'], ['бесхозный', 'бесхозный', 'ADJ'], ['сейф', 'сейф', 'NOUN'], ['с', 'с', 'PREP'], ['золотом', 'золото', 'NOUN'], ['не', 'не', 'PRCL'], ['помешает', 'помешать', 'VERB'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
Совершенно.,"[['Совершенно', 'совершенно', 'ADVB'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Так что, на Самайн самые неадекватные остатки последователей Волдеморта собрались, дабы обрести Повелителя.","[['Так', 'так', 'CONJ'], ['что', 'что', 'CONJ'], [',', ',', 'None'], ['на', 'на', 'PREP'], ['Самайн', 'самайн', 'NOUN'], ['самые', 'самый', 'ADJ'], ['неадекватные', 'неадекватный', 'ADJ'], ['остатки', 'остаток', 'NOUN'], ['последователей', 'последователь', 'NOUN'], ['Волдеморта', 'волдеморт', 'NOUN'], ['собрались', 'собраться', 'VERB'], [',', ',', 'None'], ['дабы', 'даба', 'NOUN'], ['обрести', 'обрести', 'VERB'], ['Повелителя', 'повелитель', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
В очередной раз.,"[['В', 'в', 'PREP'], ['очередной', 'очередной', 'ADJ'], ['раз', 'раз', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
****  Вечер был просто замечательным.,"[['*', '*', 'None'], ['*', '*', 'None'], ['*', '*', 'None'], ['*', '*', 'None'], ['Вечер', 'вечер', 'NOUN'], ['был', 'быть', 'VERB'], ['просто', 'просто', 'PRCL'], ['замечательным', 'замечательный', 'ADJ'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
Тихим.,"[['Тихим', 'тихий', 'ADJ'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
Мирным.,"[['Мирным', 'мирный', 'ADJ'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
Спокойным.,"[['Спокойным', 'спокойный', 'ADJ'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Расположившееся в огромной гостиной семейство радовалось жизни и развлекалось, как могло.","[['Расположившееся', 'расположиться', 'PRT'], ['в', 'в', 'PREP'], ['огромной', 'огромный', 'ADJ'], ['гостиной', 'гостиный', 'ADJ'], ['семейство', 'семейство', 'NOUN'], ['радовалось', 'радоваться', 'VERB'], ['жизни', 'жизнь', 'NOUN'], ['и', 'и', 'CONJ'], ['развлекалось', 'развлекаться', 'VERB'], [',', ',', 'None'], ['как', 'как', 'CONJ'], ['могло', 'мочь', 'VERB'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Люк с Вейдером активно резались в саббак, нещадно мухлюя: предвидение у обоих было развито достаточно хорошо для того, чтобы игра превратилась в битву прорицателей.","[['Люк', 'люк', 'NOUN'], ['с', 'с', 'PREP'], ['Вейдером', 'вейдёр', 'NOUN'], ['активно', 'активно', 'ADVB'], ['резались', 'резаться', 'VERB'], ['в', 'в', 'PREP'], ['саббак', 'саббак', 'NOUN'], [',', ',', 'None'], ['нещадно', 'нещадно', 'ADVB'], ['мухлюя', 'мухлевать', 'GRND'], [':', ':', 'None'], ['предвидение', 'предвидение', 'NOUN'], ['у', 'у', 'PREP'], ['обоих', 'оба', 'NUMR'], ['было', 'быть', 'VERB'], ['развито', 'развитый', 'ADJ'], ['достаточно', 'достаточно', 'ADVB'], ['хорошо', 'хорошо', 'ADVB'], ['для', 'для', 'PREP'], ['того', 'тот', 'ADJ'], [',', ',', 'None'], ['чтобы', 'чтобы', 'CONJ'], ['игра', 'игра', 'NOUN'], ['превратилась', 'превратиться', 'VERB'], ['в', 'в', 'PREP'], ['битву', 'битва', 'NOUN'], ['прорицателей', 'прорицатель', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Игроки сопели, подкалывали друг друга и пытались взломать ментальные щиты противника, не особо, впрочем, напрягаясь.","[['Игроки', 'игрок', 'NOUN'], ['сопели', 'сопель', 'NOUN'], [',', ',', 'None'], ['подкалывали', 'подкалывать', 'VERB'], ['друг', 'друг', 'NOUN'], ['друга', 'друг', 'NOUN'], ['и', 'и', 'CONJ'], ['пытались', 'пытаться', 'VERB'], ['взломать', 'взломать', 'VERB'], ['ментальные', 'ментальный', 'ADJ'], ['щиты', 'щит', 'NOUN'], ['противника', 'противник', 'NOUN'], [',', ',', 'None'], ['не', 'не', 'PRCL'], ['особо', 'особо', 'ADVB'], [',', ',', 'None'], ['впрочем', 'впрочем', 'CONJ'], [',', ',', 'None'], ['напрягаясь', 'напрягаться', 'GRND'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"За этим с интересом наблюдал Палпатин, время от времени подкидывающий то одному, то другому по ментальной связи изображения карт противоположной стороны, зачастую не соответствующих действительности, запутывая игру еще больше.","[['За', 'за', 'PREP'], ['этим', 'это', 'NPRO'], ['с', 'с', 'PREP'], ['интересом', 'интерес', 'NOUN'], ['наблюдал', 'наблюдать', 'VERB'], ['Палпатин', 'палпатина', 'NOUN'], [',', ',', 'None'], ['время', 'время', 'NOUN'], ['от', 'от', 'PREP'], ['времени', 'время', 'NOUN'], ['подкидывающий', 'подкидывать', 'PRT'], ['то', 'то', 'CONJ'], ['одному', 'один', 'ADJ'], [',', ',', 'None'], ['то', 'то', 'CONJ'], ['другому', 'другой', 'ADJ'], ['по', 'по', 'PREP'], ['ментальной', 'ментальный', 'ADJ'], ['связи', 'связь', 'NOUN'], ['изображения', 'изображение', 'NOUN'], ['карт', 'карта', 'NOUN'], ['противоположной', 'противоположный', 'ADJ'], ['стороны', 'сторона', 'NOUN'], [',', ',', 'None'], ['зачастую', 'зачастую', 'ADVB'], ['не', 'не', 'PRCL'], ['соответствующих', 'соответствующий', 'ADJ'], ['действительности', 'действительность', 'NOUN'], [',', ',', 'None'], ['запутывая', 'запутывать', 'GRND'], ['игру', 'игра', 'NOUN'], ['еще', 'ещё', 'PRCL'], ['больше', 'большой', 'COMP'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
Чуть в стороне медитировал Старкиллер: так пафосно обозвал Гарри Люцифер.,"[['Чуть', 'чуть', 'ADVB'], ['в', 'в', 'PREP'], ['стороне', 'сторона', 'NOUN'], ['медитировал', 'медитировать', 'VERB'], ['Старкиллер', 'старкиллер', 'NOUN'], [':', ':', 'None'], ['так', 'так', 'CONJ'], ['пафосно', 'пафосный', 'ADJ'], ['обозвал', 'обозвать', 'VERB'], ['Гарри', 'гарри', 'NOUN'], ['Люцифер', 'люцифер', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"На резонный вопрос отца и деда, почему именно так, мальчик ответил, что у Вейдера обязательно должен быть ученик по имени Старкиллер, и лучше пусть он будет таким, чем совсем даже другим.","[['На', 'на', 'PREP'], ['резонный', 'резонный', 'ADJ'], ['вопрос', 'вопрос', 'NOUN'], ['отца', 'отец', 'NOUN'], ['и', 'и', 'CONJ'], ['деда', 'дед', 'NOUN'], [',', ',', 'None'], ['почему', 'почему', 'ADVB'], ['именно', 'именно', 'PRCL'], ['так', 'так', 'CONJ'], [',', ',', 'None'], ['мальчик', 'мальчик', 'NOUN'], ['ответил', 'ответить', 'VERB'], [',', ',', 'None'], ['что', 'что', 'CONJ'], ['у', 'у', 'PREP'], ['Вейдера', 'вейдёр', 'NOUN'], ['обязательно', 'обязательно', 'ADVB'], ['должен', 'должный', 'ADJ'], ['быть', 'быть', 'VERB'], ['ученик', 'ученик', 'NOUN'], ['по', 'по', 'PREP'], ['имени', 'имя', 'NOUN'], ['Старкиллер', 'старкиллер', 'NOUN'], [',', ',', 'None'], ['и', 'и', 'CONJ'], ['лучше', 'хороший', 'COMP'], ['пусть', 'пусть', 'CONJ'], ['он', 'он', 'NPRO'], ['будет', 'быть', 'VERB'], ['таким', 'такой', 'ADJ'], [',', ',', 'None'], ['чем', 'чем', 'CONJ'], ['совсем', 'совсем', 'ADVB'], ['даже', 'даже', 'PRCL'], ['другим', 'другой', 'ADJ'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"И вообще, как еще назвать брюнета, сироту, родителей которого, ""настоящих джедаев"", прибил Темный лорд?","[['И', 'и', 'CONJ'], ['вообще', 'вообще', 'ADVB'], [',', ',', 'None'], ['как', 'как', 'CONJ'], ['еще', 'ещё', 'PRCL'], ['назвать', 'назвать', 'VERB'], ['брюнета', 'брюнет', 'NOUN'], [',', ',', 'None'], ['сироту', 'сирота', 'NOUN'], [',', ',', 'None'], ['родителей', 'родитель', 'NOUN'], ['которого', 'который', 'ADJ'], [',', ',', 'None'], ['``', '``', 'None'], ['настоящих', 'настоящий', 'ADJ'], ['джедаев', 'джедай', 'NOUN'], [""''"", ""''"", 'None'], [',', ',', 'None'], ['прибил', 'прибить', 'VERB'], ['Темный', 'тёмный', 'ADJ'], ['лорд', 'лорд', 'NOUN'], ['?', '?', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Только Старкиллером, других вариантов нет.","[['Только', 'только', 'PRCL'], ['Старкиллером', 'старкиллер', 'NOUN'], [',', ',', 'None'], ['других', 'другой', 'ADJ'], ['вариантов', 'вариант', 'NOUN'], ['нет', 'нет', 'PRED'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Вейдер с Палпатином тогда переглянулись, пытаясь постичь логику данного заявления, поняли, что это бесполезно, и выбросили все непонятки из головы, а Гарри обрел пафосное имя, чему, впрочем, не возражал.","[['Вейдер', 'вейдёр', 'NOUN'], ['с', 'с', 'PREP'], ['Палпатином', 'палпатин', 'NOUN'], ['тогда', 'тогда', 'ADVB'], ['переглянулись', 'переглянуться', 'VERB'], [',', ',', 'None'], ['пытаясь', 'пытаться', 'GRND'], ['постичь', 'постичь', 'VERB'], ['логику', 'логика', 'NOUN'], ['данного', 'данный', 'ADJ'], ['заявления', 'заявление', 'NOUN'], [',', ',', 'None'], ['поняли', 'понять', 'VERB'], [',', ',', 'None'], ['что', 'что', 'CONJ'], ['это', 'это', 'PRCL'], ['бесполезно', 'бесполезный', 'ADJ'], [',', ',', 'None'], ['и', 'и', 'CONJ'], ['выбросили', 'выбросить', 'VERB'], ['все', 'весь', 'ADJ'], ['непонятки', 'непонятка', 'NOUN'], ['из', 'из', 'PREP'], ['головы', 'голов', 'NOUN'], [',', ',', 'None'], ['а', 'а', 'CONJ'], ['Гарри', 'гарри', 'NOUN'], ['обрел', 'обрести', 'VERB'], ['пафосное', 'пафосный', 'ADJ'], ['имя', 'имя', 'NOUN'], [',', ',', 'None'], ['чему', 'что', 'NPRO'], [',', ',', 'None'], ['впрочем', 'впрочем', 'CONJ'], [',', ',', 'None'], ['не', 'не', 'PRCL'], ['возражал', 'возражать', 'VERB'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Так гораздо лучше, чем Избранный или ""Мальчик-который-выжил"".","[['Так', 'так', 'CONJ'], ['гораздо', 'гораздо', 'ADVB'], ['лучше', 'хороший', 'COMP'], [',', ',', 'None'], ['чем', 'чем', 'CONJ'], ['Избранный', 'избранный', 'ADJ'], ['или', 'или', 'CONJ'], ['``', '``', 'None'], ['Мальчик-который-выжил', 'мальчик-который-выжить', 'VERB'], [""''"", ""''"", 'None'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Интересно, он и в сто был бы ""Мальчиком""?","[['Интересно', 'интересно', 'ADVB'], [',', ',', 'None'], ['он', 'он', 'NPRO'], ['и', 'и', 'CONJ'], ['в', 'в', 'PREP'], ['сто', 'сто', 'NOUN'], ['был', 'быть', 'VERB'], ['бы', 'бы', 'PRCL'], ['``', '``', 'None'], ['Мальчиком', 'мальчик', 'NOUN'], [""''"", ""''"", 'None'], ['?', '?', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
От неадекватных магов всего можно было ожидать.,"[['От', 'от', 'PREP'], ['неадекватных', 'неадекватный', 'ADJ'], ['магов', 'маг', 'NOUN'], ['всего', 'всего', 'ADVB'], ['можно', 'можно', 'PRED'], ['было', 'быть', 'VERB'], ['ожидать', 'ожидать', 'VERB'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Как ни странно, но подросток с легкостью вписался в тесные ряды жуткого семейства.","[['Как', 'как', 'CONJ'], ['ни', 'ни', 'PRCL'], ['странно', 'странно', 'ADVB'], [',', ',', 'None'], ['но', 'но', 'CONJ'], ['подросток', 'подросток', 'NOUN'], ['с', 'с', 'PREP'], ['легкостью', 'лёгкость', 'NOUN'], ['вписался', 'вписаться', 'VERB'], ['в', 'в', 'PREP'], ['тесные', 'тесный', 'ADJ'], ['ряды', 'ряд', 'NOUN'], ['жуткого', 'жуткий', 'ADJ'], ['семейства', 'семейство', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Статус Ученика Темного лорда давал огромные права и привилегии, впрочем, обязанностей и требований было не меньше.","[['Статус', 'статус', 'NOUN'], ['Ученика', 'ученик', 'NOUN'], ['Темного', 'тёмный', 'ADJ'], ['лорда', 'лорд', 'NOUN'], ['давал', 'давать', 'VERB'], ['огромные', 'огромный', 'ADJ'], ['права', 'право', 'NOUN'], ['и', 'и', 'CONJ'], ['привилегии', 'привилегия', 'NOUN'], [',', ',', 'None'], ['впрочем', 'впрочем', 'CONJ'], [',', ',', 'None'], ['обязанностей', 'обязанность', 'NOUN'], ['и', 'и', 'CONJ'], ['требований', 'требование', 'NOUN'], ['было', 'быть', 'VERB'], ['не', 'не', 'PRCL'], ['меньше', 'маленький', 'COMP'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Но это того стоило, по мнению бывшего гриффиндорца.","[['Но', 'но', 'CONJ'], ['это', 'это', 'PRCL'], ['того', 'тот', 'ADJ'], ['стоило', 'стоить', 'VERB'], [',', ',', 'None'], ['по', 'по', 'PREP'], ['мнению', 'мнение', 'NOUN'], ['бывшего', 'бывший', 'ADJ'], ['гриффиндорца', 'гриффиндорец', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Вообще-то, соглашаясь на предложения Люцифера, а жуткого мальчика парень называл только так, впечатлившись устроенным в Хогвартсе, Гарри понимал, что если сей ребенок демонстрирует такие навыки общения с окружающими, то и семья у него будет соответствующая.","[['Вообще-то', 'вообще-то', 'PRCL'], [',', ',', 'None'], ['соглашаясь', 'соглашаться', 'GRND'], ['на', 'на', 'PREP'], ['предложения', 'предложение', 'NOUN'], ['Люцифера', 'люцифер', 'NOUN'], [',', ',', 'None'], ['а', 'а', 'CONJ'], ['жуткого', 'жуткий', 'ADJ'], ['мальчика', 'мальчик', 'NOUN'], ['парень', 'парень', 'NOUN'], ['называл', 'называть', 'VERB'], ['только', 'только', 'PRCL'], ['так', 'так', 'CONJ'], [',', ',', 'None'], ['впечатлившись', 'впечатлиться', 'GRND'], ['устроенным', 'устроенный', 'ADJ'], ['в', 'в', 'PREP'], ['Хогвартсе', 'хогвартс', 'NOUN'], [',', ',', 'None'], ['Гарри', 'гарри', 'NOUN'], ['понимал', 'понимать', 'VERB'], [',', ',', 'None'], ['что', 'что', 'CONJ'], ['если', 'если', 'CONJ'], ['сей', 'сеять', 'VERB'], ['ребенок', 'ребёнок', 'NOUN'], ['демонстрирует', 'демонстрировать', 'VERB'], ['такие', 'такой', 'ADJ'], ['навыки', 'навык', 'NOUN'], ['общения', 'общение', 'NOUN'], ['с', 'с', 'PREP'], ['окружающими', 'окружающий', 'ADJ'], [',', ',', 'None'], ['то', 'то', 'CONJ'], ['и', 'и', 'CONJ'], ['семья', 'семья', 'NOUN'], ['у', 'у', 'PREP'], ['него', 'он', 'NPRO'], ['будет', 'быть', 'VERB'], ['соответствующая', 'соответствующий', 'ADJ'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Но он даже представить себе не мог, как выглядит реальность.","[['Но', 'но', 'CONJ'], ['он', 'он', 'NPRO'], ['даже', 'даже', 'PRCL'], ['представить', 'представить', 'VERB'], ['себе', 'себя', 'NPRO'], ['не', 'не', 'PRCL'], ['мог', 'мочь', 'VERB'], [',', ',', 'None'], ['как', 'как', 'CONJ'], ['выглядит', 'выглядеть', 'VERB'], ['реальность', 'реальность', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
"Если Вейдер впечатлял по самое ""не могу"", то Император был вообще чем-то запредельным.","[['Если', 'если', 'CONJ'], ['Вейдер', 'вейдёр', 'NOUN'], ['впечатлял', 'впечатлять', 'VERB'], ['по', 'по', 'PREP'], ['самое', 'самый', 'ADJ'], ['``', '``', 'None'], ['не', 'не', 'PRCL'], ['могу', 'мочь', 'VERB'], [""''"", ""''"", 'None'], [',', ',', 'None'], ['то', 'то', 'CONJ'], ['Император', 'император', 'NOUN'], ['был', 'быть', 'VERB'], ['вообще', 'вообще', 'ADVB'], ['чем-то', 'что-то', 'NPRO'], ['запредельным', 'запредельный', 'ADJ'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
Гарри даже слов подобрать не мог.,"[['Гарри', 'гарри', 'NOUN'], ['даже', 'даже', 'PRCL'], ['слов', 'слово', 'NOUN'], ['подобрать', 'подобрать', 'VERB'], ['не', 'не', 'PRCL'], ['мог', 'мочь', 'VERB'], ['.', '.', 'None']]",https://ficbook.net/readfic/3527947,darketo31,Правило имён
